Provider ID,FRN,holding_company
290128,23076789,"Kern Valley Wireless, Inc."
290052,23093818,In The Stix Broadband LLC
130097,23107519,Barry County Services Company
470129,23110679,Spokane Tribe of Indians
390068,23139694,Logonix Corporation
360078,23184799,Stream It Networks LLC
300024,23185093,"Brolly Communications, Inc."
130721,23204142,"Laurel Highland Total Communications, Inc."
290097,23241250,"Splash Wireless Internet, LLC"
500028,23243462,"Internet and Communication Associates of Northern Missouri, LLC"
290015,23253941,"Bear River Communications, LLC"
460093,23270762,Whitewater Wideband LLC
320091,23272107,"Coba Systems, LLC"
410170,23272438,LightSpeed Technologies LLC
450075,23276629,Lumbee River Electric Membership Corporation
290008,23299233,AlignTec Inc.
420165,23316748,"Zoom Telcom, LLC"
131214,23316797,South Arkansas Telephone Co.
320059,23329659,"Last Mile Wireless, LLC"
130314,23333917,Columbus Telephone Company
310063,23352289,Signal West LLC
310085,23363690,Istari Holdings LLC
460504,23365497,Smart Networks LLC
400020,23381999,HDER Link Ltd.
240041,23398134,Google LLC
290106,23401425,The Junction Internet LLC
410182,23418833,XAirnet Corp.
410182,23418973,XAirnet Corp.
130586,23422199,Hancock Rural Telephone Corporation
340009,23437775,"AWC, LLC"
440171,23454002,Sky Fi Inc.
310059,23478779,"Redburn Infrastructure, LLC"
290088,23480676,San Diego Broadband
320051,23521073,"HPAZ.net, LLC"
300170,23524705,"Virginia Everywhere, LLC"
300111,23608987,"Northern Network Concepts, Inc."
380126,23627375,Tampnet Inc.
320045,23638414,Giggle Fiber LLC
340002,23645005,Airhawk Wireless
360134,23650807,Fybercom LLC
480112,23666274,"Tomales Bay LAN, LLC"
310015,23707953,California Internet
310006,23716145,Ampersand Technologies LLC
310023,23758238,"Clarity Telecom, LLC"
460574,23772445,"NfinityLink Communications, Inc."
480113,23774565,"Muir Beach LAN, LLC"
130201,23780380,Carnegie Telephone Company
310062,23799844,Sebewaing Light and Water
470009,23829542,Bartnet IP LLC
350064,23879950,Mid MO Micro Computers
130771,23883499,"Madison Telephone, LLC"
300194,23885049,Interlakes Wireless LLC
350139,23892870,"KNR Wireless, LLC."
370155,23894595,Midstate Broadband
300164,23896962,"Unified Communications, Inc."
440039,23905268,"Hoyos Consulting, LLC"
130616,23919574,"Home Enterprises, Inc."
131158,23920200,"Sandhill Telephone Cooperative, Inc."
300010,23931041,"Anvil Communications, Inc."
320116,23933112,"Hawaii Dialogix Telecom, LLC"
300187,23958416,RC Wireless Inc.
300117,23962756,"Peak WiFi, LLC"
290093,23973480,"Declaration Networks Group, Inc."
330072,23979206,"Smoky Valley Internet, Inc."
290061,23985237,Lake Region Technology & Communications LLC
370071,24000473,"Native Network, Inc."
310092,24009813,"Town of Concord, Massachusetts"
190256,24022451,Foremost Telecommunications Corporation
330013,24024101,City of Ocala
130584,24025736,Hamilton County Telephone Co-Op
460002,24027534,AirLink Internet Services
410189,24031932,Red River Cellular Telephone Corporation
330083,24035909,Whitestone Community Association
360090,24046914,Town of Warwick
310066,24049215,"Surf Air Wireless, LLC"
140048,24062309,"JAB Wireless, Inc."
430222,24065591,"Wireless Partners Holdings, LLC"
400036,24066110,Pear Networks LLC
131076,24077000,"Public Service Communications, Inc."
330006,24084238,"ANTS-Technology, Inc."
130137,24109449,"Block Communications, Inc."
130986,24113037,Oregon Telephone Corporation
130986,24113052,Oregon Telephone Corporation
130986,24113060,Oregon Telephone Corporation
130986,24113623,Oregon Telephone Corporation
350120,24123366,Xtreme Enterprises LLC
131126,24124547,Rock Port Telephone Company
300069,24126690,Freeway Networks LLC
330023,24146821,"Echo IT Consulting, LLC"
380159,24148330,"Xbar7 Communications, inc"
130095,24157745,Baraga Telephone Company Inc.
131081,24170359,"Metronet Holdings, LLC"
460035,24181588,Fort Code Inc.
370106,24187825,Softworx Inc.
240041,24225260,Google LLC
410098,24272841,"Talkie Communications, Inc."
370069,24284812,Megawatt Communications LLC
130596,24285652,Hawkeye Telephone Company
190428,24291908,"San Carlos Apache Telecommunications Utility, Inc."
360085,24352650,"Texoma Communications, LLC"
300020,24354540,Borealis Broadband Inc.
310022,24361297,City of Sandersville
300131,24372450,Router12 Networks LLC
430213,24375438,Speedy Net
360018,24386914,Click Computers Inc.
450155,24392797,"Advanced Technology Group, LLC"
370034,24412777,"Echo Broadband, Inc."
190341,24414930,"Eagle Internet Services, LLC"
420061,24428252,"Intellipop, LLC"
131475,24447120,Wahkiakum West Inc.
350017,24463663,BlueBit Networks LLC
360029,24470684,Erwin Utilities
400002,24493728,Big Red Communications
320093,24532780,The Laffoon Corporation
370026,24589863,City Wireless
370138,24650061,Warp Networks Inc.
130904,24665390,"New Lisbon Telephone Company, Inc."
340066,24688079,Sail Internet Holdings LLC
330064,24691859,RS Fiber Cooperative
350081,24701369,River Valley Internet LLC
130440,24723207,"Eastex Telephone Cooperative, Inc."
390155,24730574,DM Wireless LLC
240090,24732802,"Stowe Communications, LLC"
280067,24741118,"Rural Connect, LLC"
130079,24746711,"Radiate Holdings, LP"
330044,24752842,"Legacy ISP, LLC"
460069,24758609,Quintillion Subsea Holdings
350015,24770679,"Belzoni Cable, LLC"
320050,24774556,Hilltown Networks
340055,24797094,"Oso Internet Solutions, LLC"
340060,24799751,"QCSTelecom, Inc."
320094,24800807,"Total Radio Service, Inc."
460019,24801680,"City of Ponca, Oklahoma"
131486,24813412,Wilkes Telephone Membership Corporation
131486,24813446,Wilkes Telephone Membership Corporation
131486,24813461,Wilkes Telephone Membership Corporation
130040,24842247,"Alliance Communications Cooperative, Inc."
340041,24849655,Com-Pair Services
320049,24862138,"High Mountain Farm, LLC"
320056,24866006,"Island Networks, LLC"
320117,24866964,"Hot Spot Broadband, Inc."
320126,24912487,"Spring City Cable TV, Inc."
190236,24930141,"Mercury Broadband, LLC"
350024,24934085,City of Hudson
460083,24987547,"Triple Crown Internet, Inc."
450070,25076076,Loop Internet Holdco LLC
210090,25093154,Richmond Telephone Company LLC
350140,25100835,"Northern Nevada High Speed, LLC"
360124,25124421,Red Spectrum Communications LLC
380072,25124595,"LR Communications, Inc."
320115,25132648,"Centre WISP Venture Company, LLC"
440200,25140807,MHG Telco LLC
390110,25148065,"Starry, Inc."
190236,25151754,"Mercury Broadband, LLC"
350025,25161969,Waverly Utilities
131486,25165895,Wilkes Telephone Membership Corporation
131486,25165903,Wilkes Telephone Membership Corporation
430092,25175902,VITALink LLC
460090,25198367,"WAVE.BAND, LLC"
240041,25226895,Google LLC
370157,25236944,"Mountain iNet, Inc."
400054,25245739,"WideOpen Networks, Inc."
340012,25260647,"Callabyte Technology, LLC"
340029,25296351,BHT Investment Holdings LLC
330004,25297086,"AirFiber WISP, LLC"
460039,25316993,"Heritage NetWorks, LLC"
390089,25321647,Premier Holdings LLC
330053,25325838,NETEO Inc.
340059,25360173,"Plains Internet, LLC"
410125,25378506,LAN Communications Corp.
350011,25381195,"Arx Technologies, LLC"
380038,25392374,ENCO Electronic System LLC
380167,25394529,"Net Ops Communications, LLC"
460684,25406257,GLW Broadband Inc.
390164,25412743,"Southern Fiber Worx, LLC"
350060,25418104,Killians Electronics LLC
330052,25438292,"Nedernet, Inc."
270025,25446428,"ClearSKY Systems, Inc."
130405,25448796,Dickey Rural Telephone Cooperative
330070,25460445,SkyNet Communications LLC
240041,25465451,Google LLC
410133,25488180,Alpha Technologies Inc.
160127,25493925,LICT Corporation
490064,25511759,Midwest Fiber Holdings LP
130986,25531922,Oregon Telephone Corporation
130986,25531930,Oregon Telephone Corporation
130986,25531955,Oregon Telephone Corporation
400041,25558750,"SML Wireless, Inc."
330035,25609058,Go Bee Wireless LLC
380177,25619222,"Xiber, LLC"
130953,25620675,Northwest Communications Cooperative Association
350012,25633058,"ATV Holdings, LLC"
130235,25646373,Charter Communications
240041,25681123,Google LLC
350106,25682071,"Tri-Co Technologies, LLC"
350039,25716127,"EBTX Wireless, LLC"
390099,25718255,Project A Inc.
350009,25719360,American Samoa Telecommunications Authority
340036,25722919,Intercept Wireless
400050,25725110,TREPIC Networks LLC
370087,25753252,"Pilot Fiber, Inc."
340069,25758848,"Starwire Technologies, LLC"
131303,25772484,"TelAtlantic, Inc."
460593,25801879,"ResTech Services, LLC"
370032,25803800,Delta Montrose Electric Association
340020,25805870,"DesertGate Internet, LLC"
360014,25826207,"CarolinaConnect Cooperative, Inc."
410076,25852716,"Optimus Communications, LLC"
131009,25853722,Park Region Mutual Telephone Company
340094,25879123,Fastlink Communications Inc.
340093,25890021,Dillon Beach Internet Service LLC
410149,25915802,"ThinkBig Networks, LLC"
370068,25942202,"MCC Network Services, LLC"
360052,25956137,Maquoketa Valley Rural Electric Cooperative
360092,25972373,"Two Tin Cans, LLC"
340095,26042440,"Keltgen Technology, Inc."
430076,26043968,Space Exploration Technologies Corp.
350085,26075481,"WH i3B Bidco LLC/WH i3B Topco, LLC"
410054,26094144,KGT LLC
450039,26120956,"Costnet, Inc."
350087,26127514,Adept Internet Solutions LLP
130484,26136184,Farmers Mutual Telephone Company-Nora Springs
440187,26140111,Boot State Technologies
380089,26157230,"North Arkansas Electric Cooperative, Inc."
410134,26169045,BerryComm LLC
360065,26172882,"Ozarks Electric Cooperative, Inc."
360122,26174748,"ProTek Communications, LLC"
390006,26191858,Air Bridge Broadband LLC
131341,26204370,The North-Eastern Pennsylvania Telephone Company
370131,26218602,Uplink Internet LLC
440146,26260919,"Juvilex Communications, LLC"
360094,26268516,"Valley Communications Association, LLC"
470053,26273219,"MTN Infrastructure TopCo, Inc."
350073,26288779,"NuWave Technology, Inc."
360128,26290791,Net Vision Communications LLC
350058,26291765,"Jenco Wireless, LLC"
390122,26359026,"Tombigbee Electric Cooperative, Inc."
360071,26359349,Rocket Connect LLC
360028,26368415,"Encore Communications, Inc."
360125,26369231,"Redzone Wireless, LLC"
350023,26376368,"City of Fairlawn, Ohio"
380042,26392407,Fireball Wireless LLC
370108,26424416,"South Central Communications, Inc."
380093,26430645,North Alabama Electric Cooperative
370142,26444497,"Wifinity, LLC"
370110,26476333,"Midstates Data Transport, LLC"
480003,26494492,"Adirondack Techs, LLC"
240041,26495325,Google LLC
350134,26511618,AV Wireless Inc.
300110,26511923,Mohawk Networks LLC
470061,26515742,"Public Utilities District No. 1 of Jefferson County, Washington"
470122,26541029,Advanced Internet
510064,26580951,Lake Placid Fiber LLC
370073,26586768,Net NV LLC
390166,26586990,"Mansfield Community Fiber, Inc."
380097,26609206,Pacific Independent Technology Alliance LLC
370029,26618306,"Continental Divide Electric Cooperative, Inc."
370141,26642223,"Wi-Fiber, Inc."
360006,26644666,"Bandera Electric Cooperative, Inc."
400046,26675546,"Ting Fiber, Inc."
360097,26677948,Wells Community Internet Project
370132,26694422,"UpNet WI, LLC"
390106,26713099,South Central Arkansas Electric Cooperative
370048,26723635,Hillcom Inc.
360100,26728980,Zetalink LP
410136,26756049,"Compass Broadband Network, Inc."
360010,26757542,Blue Pulse Networks LLC
470121,26771139,"Xtratyme Technologies, Inc."
370044,26795591,"Hill Country Towers, Inc."
360069,26799551,Prince George Electric Cooperative
380051,26802363,Ravalli Electric Cooperative
360038,26802439,"High Rapid Networks, LLC"
360115,26812560,AIRCELL Inc.
360032,26814624,Georgia Highspeed Country Internet
380048,26832444,"Gigabeam Internet, LLC"
400035,26838268,Pathfinder LLC
370065,26853747,"Lake County Broadband Solutions, LLC"
460089,26865964,"VFN Holdings, Inc."
370121,26899245,TellerWifi LLC
460630,26905596,xyTel LLC
400086,26913608,Johnson City Energy Authority
440141,26932111,Happy Cycling LLC
360013,26932426,"Cajun Broadband, Inc."
350085,26946046,"WH i3B Bidco LLC/WH i3B Topco, LLC"
410150,26946293,LiveStream LLC
410143,26963629,Morgan Wireless LLC
370038,26977231,Falcon Internet
410086,26980672,Rural Broadband Cooperative
390050,26995332,Holston Electric Cooperative
390124,26997874,Tri-County Electric Membership Corporation
370035,27007624,"Engineer Austin, LLC"
390107,27014901,"Southeast MN Wifi, LLC"
460056,27034081,Nimbus Solutions
370128,27042928,Tuttle Development Authority
360111,27051564,City of Greenfield
480015,27115989,"B-Y Internet, LLC"
130267,27116029,"Citizens Telephone Cooperative, Inc. (WI)"
160157,27133545,"Zito West Holding, LLC"
410168,27136753,"Skymesh, Inc."
390101,27148584,SEMO Electric Cooperative
400100,27152438,Newport Utilities
390123,27154608,Tri-County Electric Cooperative
390111,27155993,"Strada Communications, LLC"
370037,27160886,"Falcon Broadband, Inc."
410139,27204247,Eclipse Communications
380149,27216944,"WiFires Communications, LLC"
380139,27223122,Connection Concepts LLC
390075,27231075,"MINetworks, Inc."
370160,27240662,Smith Internet Solutions LLC
131124,27242494,"Rochester Telephone Company, Inc."
370004,27256056,"600Amps Internet Services, Inc."
370066,27263490,"Lavalink, LLC"
130690,27271485,"Atlas Connectivity, LLC"
370039,27275361,"Florida WiFi, LLC"
370067,27283902,"Locl-Net, Inc."
430224,27310234,4NET Inc.
450162,27324789,FamilyNet Inc.
380153,27336676,"Zion Broadband, Inc."
380012,27343177,"Andrena, Inc."
390121,27343813,"The Butler Rural Electric Cooperative Association, Inc."
360119,27344498,Hankins Information Technology
490064,27345693,Midwest Fiber Holdings LP
400105,27353192,Orange County REMC
390044,27354836,Gibson Electric Membership Corporation
410153,27362102,Craighead Elecric Cooperative Corporation
390046,27364959,"Great Lakes Energy Connections, Inc."
440199,27379676,East Central Vermont Telecommunications District
410067,27382639,Meriwether Lewis Electric Cooperative
370079,27385558,"Nuvisions Solutions, LLC"
400118,27386465,South Central Indiana Rural Electric Membership Corporation
400012,27408657,Countrymen Communications Inc.
390034,27415710,"Eastern Carolina Broadband, LLC"
370164,27443225,"Fiber Connect, LLC."
410174,27457381,Cloud 9 Wireless LLC
410145,27458835,Natural G.C. Inc.
400102,27468826,"Otsego Electric Cooperative, Inc."
470111,27476175,"River City Wireless, Inc."
460104,27511815,"Kiza, Inc."
400103,27522408,Oklahoma Electric Cooperative
400008,27535764,Chisholm Broadband
380039,27547504,"Esparto Broadband, Inc."
390157,27576503,"yondoo Broadband, LLC"
390052,27589688,Indianola Municipal Utilities
470044,27611367,Jasper County Rural Electric Membership Corporation
430178,27626464,"Tier Two Communications, LLC"
380069,27642784,Liberty Broadband LLC
420094,27655422,Patriot Cable System LLC
130967,27663160,OACYS Technology
460092,27669977,"WeLink Communications, Inc."
130311,27677814,"Colorado Valley Telephone Cooperative, Inc."
390067,27694736,Locality Networks Inc.
390085,27713205,"PD Fiber, LLC"
390018,27729573,Central Virginia Electric Cooperative
490065,27731652,PC-Outlet Inc.
131486,27738798,Wilkes Telephone Membership Corporation
190188,27756949,Hudson Valley Wireless
130795,27757293,Court Square Capital Partners
380034,27761279,"Consolidated Electric Cooperative, Inc."
380087,27762251,"Networx Technologies, LLC"
420163,27763937,Zero2 Wireless
420167,27765866,Digital Technology Solutions Inc.
380178,27768563,"MidwayNet, LLC"
380079,27785880,"Mike Gunther Industries, Inc."
131445,27793074,"Wabash Telephone Cooperative, Inc."
410185,27810050,East Central Oklahoma Electric Cooperative
410008,27815794,Arkansas Valley Electric Cooperative Corporation
380150,27817238,WiSpan Internet LLC
380077,27820828,AeroFlight Internet
380063,27822840,JTN Communications
420135,27832633,Tri-County Rural Electric Cooperative
400094,27843333,Mecklenburg Electric Cooperative
290111,27846104,"Viasat, Inc."
480117,27848720,The Chickasaw Nation
460677,27852722,Dish Network Corporation
390121,27863109,"The Butler Rural Electric Cooperative Association, Inc."
380070,27876382,"LightGig Communications, LLC"
380107,27924034,RTA of America
400034,27924521,Outernet Broadband LLC
410100,27930288,Tennessee Telecommunications Company
420116,27932664,Skypacket Networks Inc.
390021,27936434,City of Mont Belvieu
440138,27979095,GreatWave Communications
131486,27980184,Wilkes Telephone Membership Corporation
410037,27983063,Express WISP LLC
390031,27986405,"Crazy Communications, LLC"
380028,27989458,Cobalt Ridge LLC
420080,27990688,MS Wifi Zone
420029,27995869,Current Inc.
420150,28008738,Wavelength LLC
130081,28072346,"ATN International, Inc."
130690,28096147,"Atlas Connectivity, LLC"
410115,28107282,White Cloud Communications US LLC
430219,28116416,TriTech Wireless LLC
430079,28129054,"Susquehanna Broadband, LLC"
390015,28131696,"Bluegrass Fiber, LLC"
420175,28135085,Central Connect LLC
400029,28145480,"Lockridge Networks, LLC"
430185,28160588,Angeles Enterprises
410165,28161230,"Optimal Home Solutions, LLC"
460047,28167187,"Kaniksu, LLC"
430010,28173862,Bayfield Wireless
410018,28202844,City of Fort Collins
400016,28243186,"Fiber Wave, LLC"
390113,28244887,SWIFT Services LLC
500026,28257129,Haywire
390057,28260883,IT Works LLC
130036,28261543,"Alhambra-Grantfork Communications, Inc."
410063,28278133,Luminate Fiber LLC
390048,28299766,"Hawk Networks, Inc."
400044,28340545,"SVE Connect, LLC"
420084,28341600,"Nola Broadband, Inc."
410066,28396885,Meeker Cooperative Light & Power Association
400115,28416626,Simple Fiber Communications LLC
400083,28437812,"Forked Deer Electric Cooperative, Inc."
390062,28448488,Krms Products LLC
420139,28450591,Us New Era Internet Corp.
430073,28499457,Silver Rapid LLC
420021,28499796,City of Loveland
470117,28504900,South Bay Internet
390152,28505725,Wireless Broadband Solutions Inc.
480012,28523280,"Blue Ridge Internet, LLC"
260010,28528867,"MiFiber Holding, LLC"
410027,28543437,Crowsnest Broadband LLC
390142,28544229,Barger Creek LLC
350116,28569010,"Whittrio, Inc."
420137,28574499,Foursight Communications LLC
400025,28578672,JackRabbit Wireless LLC
410131,28617330,318 HighSpeed LLC
400006,28625077,"Carbon Valley Internet, LLC"
460028,28647428,Elevate Technology Group
460084,28663961,Uber Wireless LLP
400015,28703932,Faster Cajun LLC
410031,28709962,DigitalC
400053,28718468,"Unlimited Net Partners, LLC"
420073,28719698,"Little Miami Gig, LLC"
460018,28731156,Chicopee Municipal Lighting Plant
430044,28750859,"HRcom, Inc."
400021,28751543,"Heritage Broadband, LLC"
400051,28766152,"Trinity Communications, LLC"
430209,28768463,Rimrock Wireless
400027,28771566,"Kayenta Technologies, LLC"
400055,28772036,Willard Communications LLC
420147,28772382,Vinton Municipal Communications Utility
400047,28774750,Tipmont Rural Electric Membership Corporation
410160,28809184,CNS Internet Services
440017,28817815,City of Hillsboro
430023,28837896,"Communications Unlimited, Inc."
420048,28868248,Gateway Fiber Holdings LLC
220079,28886216,Blue Mountain Networks LLC
410155,28909596,Lakeland Internet
131486,28956738,Wilkes Telephone Membership Corporation
340070,28957306,"Point Broadband Fiber Holding, LLC"
490062,28970093,Vision Wifi Inc.
400028,28972685,"Kentucky Wireless, LLC"
410180,28990836,"Zeta Broadband, Inc."
400010,28992642,"City of Marshall, Michigan"
450174,29020799,Wyyerd Group LLC
410090,29046562,Siyeh Communications
400094,29061314,Mecklenburg Electric Cooperative
440149,29062494,Lyme Fiber LLC
410183,29103363,"Bluegrass Broadband, LLC"
440058,29148806,"MSEC Communications, LLC"
460082,29151354,"Town of Estes Park, Colorado"
410103,29154457,"Treehouse Broadband, LLC"
420027,29174810,"Critical Links, LLC"
440167,29174828,Ridge Tower Network LLC
410064,29180288,Martek Wireless LLC
420028,29189131,"Cumberland Connect, LLC"
460046,29189842,Jicarilla Apache Nation Power Authority
430123,29221694,Fond du Lac Band of Lake Superior Chippewa
410114,29237369,Vyve Broadband Investments (GTCR)
460536,29239688,"Diverse Power, Inc."
430085,29241007,"TNT-WIFI, LLC"
131486,29244829,Wilkes Telephone Membership Corporation
370078,29261443,Northwest Ohio Broadband LLC
420045,29282795,"FIF AireBeam, LLC"
280011,29285103,"James Bouse Enterprises, LLC"
440144,29292448,Horizon Broadband LLC.
430052,29298262,"MCEC Fiber, Inc."
420040,29325644,ENC Access Investments LLC
420181,29332327,Newaygo County Regional Educational Service Agency
470118,29362944,Innercity Fibernet LLC
420059,29367299,"Hub66, Inc."
440179,29387420,Ts Network
430026,29491339,"Satellite Center, LLC"
450099,29494382,"Pendleton Overground, LLC"
300092,29513256,"Mission Valley Communications, LLC"
440029,29531852,ElektraFi LLC
510065,29536596,"Cosmo Network Solutions, LLC"
460037,29537164,HarvestBeam Inc.
380065,29537800,KGI Communications LLC
470070,29549771,"SOM1101, LLC"
450158,29570694,Nevada County Fiber Inc.
450177,29575362,"Stroud Media, LLC"
430090,29581857,"U.S. Electric & Communications, LLC"
470112,29593969,Fuse Telecom LLC
430176,29595170,"Wisper ISP, Inc."
420101,29610300,Prologic Technology Services LLC
500027,29615358,Hill Country Broadband Inc.
130258,29626009,Frontier Communications Corporation
410164,29636545,Mason County Public Utility District No. 3
410159,29639267,"Airwave Networks, LLC"
430021,29655289,Coast Electric Power Association
450119,29663226,"Southwest Arkansas Electric Cooperative, Inc."
430028,29666625,Delta Electric Power Association
430086,29666989,Tombigbee Electric Power Association
440102,29670247,"Tri-County Electric Cooperative, Inc."
420020,29677945,City of Anacortes
500023,29679099,"Fuse Rural Connect, LLC"
450128,29680824,Ultranet LLC
430011,29683711,"Beacon Broadband, Inc."
430056,29687035,"M-Pulse Fiber, LLC"
430051,29688389,"Lynches River Communications, Inc."
430063,29689346,North East Fiber LLC
480037,29689585,Farmer Electric Cooperative Corporation
430204,29693223,Lake Bruin Wireless LLC
450106,29702768,"Rapid Wireless, LLC"
450060,29713260,Johnson County Rural Electric Membership Cooperative
430114,29721511,"Conexon Connect, LLC"
430030,29731742,East Mississippi Electric Power Association
450026,29733268,Central Rural Electric Cooperative
131416,29744430,"Varcomm Holdings, Inc."
390124,29746377,Tri-County Electric Membership Corporation
440155,29757390,Natchez Trace Electric Power Association
390167,29764370,ZiTEL LLC
420173,29765211,"Northwest Fiber, LLC"
130201,29765310,Carnegie Telephone Company
440122,29766169,Canadian Valley Electric Cooperative
420017,29779642,Central Alabama Electric Cooperative
460616,29787611,The Foerster Project LLC
420004,29791175,AmigoNet
420125,29794377,"Taluslink, LLC"
430034,29816170,"Force Broadband, LLC"
420012,29818481,"Blue Sky Wireless, LLC"
430109,29822541,Centric Infrastructure Group LLC
390080,29827813,Fiberwave
420124,29867777,Tallahatchie Valley Internet Services
420067,29878600,"Kentucky Fi, LLC"
430202,29883048,"Jackson Broadband, Inc."
430033,29895513,Alcorn County Electric Power Association
420069,29900370,"KL Broadband, Inc."
470119,29903051,Deerfield Valley Communications Union District
430110,29912276,"Clay County Connect, Inc."
420133,29913472,Town of Islesboro
430193,29916301,"D and B Broadband, LLC"
430099,29916798,"Z3N, LLC"
430061,29918406,Nexus Air Fiber LLC
420099,29933728,"Precision Technology, LLC"
420074,29943826,"Lost Creek Wireless, LLC"
420178,29945094,Comptinet
460582,29948478,Optic Loop Communications LLC
440124,29959772,Central Florida Broadband
450081,29986148,Nates Access LLC
440157,29990769,New Hampton Municipal Utilities
370115,30000723,"Netafy, Inc."
460055,30013304,New England Wireless Co. LLC
450028,30013718,"City of Pella, Iowa"
410188,30015846,"HiCountryNet, LLC"
480033,30019798,"EchoNet Wireless Puerto Rico, LLC"
420036,30042766,"DSI Management Holdings, LLC"
450033,30045421,CMW Wireless
430232,30069231,South East Wireless LLC
440204,30070858,Tel-Star Communications of Florida Inc.
490030,30078414,Los Altos Hills Community Fiber
440175,30085823,"SysTec Wireless Communications, LLC"
450044,30109854,"Eminent Technical Solutions, LLC"
450109,30110761,"RiverNet, LLC"
430065,30112031,PCs for People
460625,30116248,Vickery IT LLC
440117,30140917,"Bartlett Electric Cooperative, Inc."
460081,30146906,Thumb Electric Cooperative
440099,30147474,Tishomingo County Electric Power Association
460646,30150841,Coastal Broadband Inc.
440063,30171383,Northcentral Electric Cooperative
440126,30198535,Choptank Electric Cooperative
420117,30203129,Smyth Technology Group Inc.
440190,30204085,FIF Utah LLC
440133,30216774,Duke Broadband Inc.
460007,30224232,Backcountry Broadband
480104,30230379,"Volt Broadband, LLC"
440163,30233928,Ouachita Electric Cooperative/South Arkansas Telephone Company
500064,30241269,"Gigafy, LLC"
440027,30243364,"DE Fastlink, LLC"
190233,30254932,"Hilliary Communications, LLC"
420168,30255285,GoNetworkPR Inc.
430042,30257232,"Helio Broadband, LLC"
460021,30264402,Coosa Valley Electric Cooperative
430055,30268569,MORnet Communications
430199,30272017,"InNet Connections, Inc."
460009,30272496,"Black Dragon Networks, LLC"
460068,30278840,Prentiss County Electric Power Association
380110,30279178,Roanoke Electric Membership Corp.
480022,30286702,"Claverack Communications, Inc."
450169,30289649,First Electric Cooperative Corporation
460080,30289698,TEPA Connect LLC
440004,30289946,"4-County Fiber, LLC"
131518,30291793,"Yelcot Holding Group, Inc."
440151,30298954,Mifflin County Wireless
140030,30302210,Fail Telecommunication Corporation
460005,30311567,"Aspire Networks 1, LLC"
440135,30336697,Fusion Networks
440134,30360580,"Estherville Communications, LLC"
460064,30373153,Pearl River Valley Electric Power Association
450038,30373211,Cookson Hills Electric Cooperative
450063,30373278,Kosciusko Rural Electric Membership Cooperative 
450100,30374227,Petit Jean Electric Cooperative Corp.
430074,30392997,Skynet Wireless
430035,30409056,"Foster Communications, LLC"
430071,30435416,Orange County Broadband Authority
430100,30450696,"Zavala Communications, LLC"
460557,30462204,JWEMC Communications LLC
131043,30490155,"Pinpoint Holdings, Inc."
450101,30512396,"PGB Fiber, LLC"
430078,30517692,"STS Broadband, LLC"
450048,30524706,"FiberFly, LLC"
440197,30533236,"Simple Fiber, LLC"
430082,30546659,"Texas Rural Internet, LLC"
440030,30583389,"ERC Broadband, LLC"
430037,30587729,"Further Reach, Inc."
430001,30610885,"Acrospire Networks, LLC"
430005,30641484,Atherton Fiber LLC
430080,30649933,Tarin Strategies LLC
490006,30658926,"Arbor Mesh, LLC"
430237,30667760,G&B Networks Solutions Inc.
440174,30680243,Streamline LLC
450012,30683908,"Altitude ISP, LLC"
470079,30692420,Ubinet Corp
430014,30694046,"BlueNet Communications, LLC"
470049,30715577,Madrone Broadband
460637,30716849,"AaroBand, Inc."
190280,30722276,"Optivon, LLC"
460087,30753966,UnWired Broadband Holding LLC
460088,30758817,Uprise LLC
430198,30787097,I.H.M. Eagle Corp.
440150,30787717,"Lynx WV, Inc."
320047,30804611,"Greenlight Networks, LLC"
460091,30862767,Webiffi
450007,30873103,"9Stone, LLC"
430234,30897920,World Connections PR
440132,30900039,Cullman Electric Cooperative
460604,30922595,"SBE Networks, Inc."
460013,30923940,Blue Wireless Corp.
430186,30924070,ALE-NET Inc.
430226,30927032,Dualnet Inc.
460100,30928329,Carthage Water and Electric Plant
450029,30928766,"Clear Creek Broadband, LLC"
500081,30931703,Spectra International Holdings LLC
470052,30953244,"MFWireless, LLC"
460070,30984454,Real Link Network LLC
440183,30986228,"Vicinity Solutions, Inc."
430233,31034713,"WiFast, LLC"
440142,31040249,Hasser Enterprises LLC
440119,31047772,BDA Wireless LLC
470080,31119274,"UltraWISP, LLC"
440193,31129364,iWi Communications
450064,31130958,"LaZerArt, Inc."
450113,31158090,SDC Internet
460522,31191778,ClearPath Fiber LLC
440140,31202948,"Halls Quality Communications, LLC"
450082,31240617,Navasota WiFi
460596,31241540,Riverside Broadband
440148,31253677,Long Range Network
440123,31259971,Carolina Airlink LLC
440172,31267610,"Sprocket Networks, Inc."
460062,31280605,"Osage, LLC"
440170,31297971,Silo Communications
470022,31304405,Connect Holding II LLC
440114,31308844,Airwave Technologies LLC
440116,31314230,Arizona Network LLC
460033,31338957,Fitchburg Fiber LLC
450117,31340508,Sky Satellite LLC
440196,31427966,Quad State Internet LLC
450121,31447980,"Stimulus Technologies of New Mexico, LLC"
460086,31450836,UNONET Corp.
450051,31476740,Gascosage Electric Cooperative
460004,31476815,"Anthem Broadband of Nevada, LLC"
450094,31498629,"Open Infra, Inc."
470132,31547557,Optical Communications Group
150266,31551260,"Hanson Communications, Inc."
450046,31620057,"Fast Wireless, LLC"
460015,31622731,"Bros Broadband, LLC"
480116,31630155,Peeples Computers LLC
